date,rho_t
2014-09-17,0.6908189898619871
2014-09-18,0.6932276498631199
2014-09-19,0.6991543703807598
2014-09-22,0.6983425253606329
2014-09-23,0.7155895266459571
2014-09-24,0.7106872844317086
2014-09-25,0.7117569760253453
2014-09-26,0.7141079699416537
2014-09-29,0.7161291140310787
2014-09-30,0.7127826450187299
2014-10-08,0.7125185144214862
2014-10-09,0.7079341926901024
2014-10-10,0.7055891281745411
2014-10-13,0.7082868979693869
2014-10-14,0.724273965126321
2014-10-15,0.72126359937078
2014-10-16,0.719930460711199
2014-10-17,0.7190315910498087
2014-10-20,0.7180986585810181
2014-10-21,0.7177060756656392
2014-10-22,0.7160033466550821
2014-10-23,0.7157859933545391
2014-10-24,0.71796048559876
2014-10-27,0.7120982251871235
2014-10-28,0.7125915731883128
2014-10-29,0.7120594377979367
2014-10-30,0.7117793942689871
2014-10-31,0.7099079228246777
2014-11-03,0.7108294791854487
2014-11-04,0.7090766633947485
2014-11-05,0.707699277269308
2014-11-06,0.7088649159872104
2014-11-07,0.7099846043407944
2014-11-10,0.7108796397692159
2014-11-11,0.711956208251497
2014-11-12,0.7123782445431242
2014-11-13,0.7141174995585534
2014-11-14,0.7127679941529469
2014-11-17,0.7130006201117597
2014-11-18,0.7132958847033093
2014-11-19,0.7130815036621184
2014-11-20,0.7124484668311097
2014-11-21,0.7141688119604338
2014-11-24,0.714309607613101
2014-11-25,0.7132405286225891
2014-11-26,0.7134523129994146
2014-11-27,0.7137157261530539
2014-11-28,0.6595595948994227
2014-12-01,0.6475161048250953
2014-12-02,0.6580216963876967
2014-12-03,0.6648468202801683
2014-12-04,0.6740842690427535
2014-12-05,0.6776925968981373
2014-12-08,0.6815557927440853
2014-12-09,0.6814018429514614
2014-12-10,0.6866585142417868
2014-12-11,0.6910927165243993
2014-12-12,0.6914091438514018
2014-12-15,0.6625657529007236
2014-12-16,0.670878668602496
2014-12-17,0.675978571008966
2014-12-18,0.6827552892184564
2014-12-19,0.6889304306098023
2014-12-22,0.6925724858248145
2014-12-23,0.6971214698994528
2014-12-24,0.6977645495334054
2014-12-25,0.6735646021194885
2014-12-26,0.6836308190767649
2014-12-29,0.6895787405751514
2014-12-30,0.6849358000138956
2014-12-31,0.695063292513017
2015-01-05,0.6970611232305454
2015-01-06,0.7016364977880409
2015-01-07,0.704674123379043
2015-01-08,0.7088015162477386
2015-01-09,0.7106220429925677
2015-01-12,0.7143818125503961
2015-01-13,0.7282426536783132
2015-01-14,0.7237078862455351
2015-01-15,0.7291018398909678
2015-01-16,0.721295479933813
2015-01-19,0.720269548936851
2015-01-20,0.7197287663891013
2015-01-21,0.7198696504060109
2015-01-22,0.691219653464518
2015-01-23,0.693138798918041
2015-01-26,0.6969971612305743
2015-01-27,0.7042637740421859
2015-01-28,0.6890938012865254
2015-01-29,0.6875401520608921
2015-01-30,0.6949690216501093
2015-02-02,0.6972580276532538
2015-02-03,0.7007155629588803
2015-02-04,0.703297420111129
2015-02-05,0.7060051338114687
2015-02-06,0.7076449293991296
2015-02-09,0.7088863385732843
2015-02-10,0.7096419240348126
2015-02-11,0.71035184093627
2015-02-12,0.7092480782702302
2015-02-13,0.7101968772308864
2015-02-16,0.7100714892743866
2015-02-17,0.7099472463982203
2015-02-25,0.7101537329671564
2015-02-26,0.7092392464291306
2015-02-27,0.7088027443254299
2015-03-02,0.7059440658433938
2015-03-03,0.7064485811189508
2015-03-04,0.7086628284848037
2015-03-05,0.7067333396622273
2015-03-06,0.7125532664499769
2015-03-09,0.713904196544809
2015-03-10,0.7148360924021836
2015-03-11,0.7185758058442197
2015-03-12,0.7154725684648293
2015-03-13,0.7022627320836731
2015-03-16,0.7042780838922575
2015-03-17,0.7066672225679197
2015-03-18,0.7079909479218006
2015-03-19,0.6821508314330847
2015-03-20,0.6882348652651106
2015-03-23,0.6934339556140823
2015-03-24,0.7021930060436149
2015-03-25,0.6851043491566235
2015-03-26,0.6854146987998554
2015-03-27,0.6890994478852914
2015-03-30,0.6942705517510895
2015-03-31,0.6955790582037609
2015-04-01,0.6971361413470292
2015-04-02,0.7033707433280741
2015-04-03,0.7119614044576192
2015-04-07,0.7121752646220018
2015-04-08,0.7126915403614761
2015-04-09,0.6886166770526498
2015-04-10,0.6877358106681591
2015-04-13,0.6935038719888741
2015-04-14,0.6704461482475609
2015-04-15,0.6735408413050373
2015-04-16,0.6788758552147457
2015-04-17,0.6812200069433071
2015-04-20,0.6865740965064889
2015-04-21,0.6875000062009434
2015-04-22,0.6898631801249652
2015-04-23,0.6818303554925463
2015-04-24,0.687322824854601
2015-04-27,0.7068562239324108
2015-04-28,0.7089015857387381
2015-04-29,0.7079779007352601
2015-04-30,0.7107157488658369
2015-05-04,0.708698370944655
2015-05-05,0.7023842952735676
2015-05-06,0.7071615720762227
2015-05-07,0.7064186165987222
2015-05-08,0.7077489264016678
2015-05-11,0.7063815808136396
2015-05-12,0.7084958009935463
2015-05-13,0.7065262183603397
2015-05-14,0.7081445705234397
2015-05-15,0.700157105008307
2015-05-18,0.7029551328057821
2015-05-19,0.7044692230622676
2015-05-20,0.7072925840045362
2015-05-21,0.7037151168713072
2015-05-22,0.694927483263855
2015-05-25,0.6976896878020347
2015-05-26,0.701045824321887
2015-05-27,0.702093742519916
2015-05-28,0.7043777666783004
2015-05-29,0.7054119777799509
2015-06-01,0.7072619348532094
2015-06-02,0.7054713437022346
2015-06-03,0.7072262647652424
2015-06-04,0.710165180630061
2015-06-05,0.7110904699110094
2015-06-08,0.7109461715600758
2015-06-09,0.712013101947048
2015-06-10,0.7118770854509966
2015-06-11,0.7113997534958305
2015-06-12,0.7120020799723028
2015-06-15,0.6997482557078326
2015-06-16,0.703562468763031
2015-06-17,0.7107407239951191
2015-06-18,0.7158890806091547
2015-06-19,0.7140296186541537
2015-06-23,0.7139624791051522
2015-06-24,0.7131256590040735
2015-06-25,0.7109016108688035
2015-06-26,0.7199197790599031
2015-06-29,0.7181620359416916
2015-06-30,0.7182931303546551
2015-07-01,0.7321942641185305
2015-07-02,0.7293151982817168
2015-07-03,0.7243955715669808
2015-07-06,0.721909550384993
2015-07-07,0.730583991163996
2015-07-08,0.7393897894002321
2015-07-09,0.7442200357487273
2015-07-10,0.7462558987461899
2015-07-13,0.739846991406558
2015-07-14,0.7343646105442472
2015-07-15,0.7293861676633818
2015-07-16,0.7272311331964697
2015-07-17,0.7231879188956262
2015-07-20,0.7216320874825097
2015-07-21,0.7286214462024323
2015-07-22,0.7208490327751361
2015-07-23,0.7199970051173644
2015-07-24,0.7174686495779028
2015-07-27,0.7087717970144867
2015-07-28,0.7019691983830468
2015-07-29,0.7043561212961899
2015-07-30,0.7054544131665429
2015-07-31,0.7074700742954985
2015-08-03,0.7089105514939782
2015-08-04,0.7058257390071628
2015-08-05,0.7057347950963774
2015-08-06,0.7073006007696274
2015-08-07,0.7040273466480911
2015-08-10,0.7047002804322929
2015-08-11,0.7043851968759177
2015-08-12,0.7063816579644777
2015-08-13,0.7072867226304326
2015-08-14,0.7084007612006192
2015-08-17,0.7075374548580857
2015-08-18,0.7055175591981176
2015-08-19,0.70735649340786
2015-08-20,0.7097319586361317
2015-08-21,0.7119916360005983
2015-08-24,0.7125310004488808
2015-08-25,0.7475571083998216
2015-08-26,0.7418033719538444
2015-08-27,0.7370380598512568
2015-08-28,0.7333838527648925
2015-08-31,0.7292639614943204
2015-09-01,0.7250785712546975
2015-09-02,0.7229740176676263
2015-09-07,0.7208501706837956
2015-09-08,0.7206855644193377
2015-09-09,0.7182277684087846
2015-09-10,0.7170115695755506
2015-09-11,0.7124096732678705
2015-09-14,0.7128445868241516
2015-09-15,0.714791006592673
2015-09-16,0.7109894522724434
2015-09-17,0.7085452691252281
2015-09-18,0.7097609150653436
2015-09-21,0.7107414298114649
2015-09-22,0.710095175052196
2015-09-23,0.7109555966632818
2015-09-24,0.7114242897892863
2015-09-25,0.7118956437459684
2015-09-28,0.7094428260694053
2015-09-29,0.7004734074925133
2015-09-30,0.6997686540753999
2015-10-08,0.7036875317590845
2015-10-09,0.7031039071071856
2015-10-12,0.6965764191780449
2015-10-13,0.6754378556131352
2015-10-14,0.6828120501493968
2015-10-15,0.6889733618605034
2015-10-16,0.6939425048391812
2015-10-19,0.6918618803020863
2015-10-20,0.6897843035741955
2015-10-21,0.6944905866435518
2015-10-22,0.6940715088583244
2015-10-23,0.6977334207121371
2015-10-26,0.7009153102595426
2015-10-27,0.7028186894266172
2015-10-28,0.7047058394929849
2015-10-29,0.70841171373305
2015-10-30,0.7094560109877542
2015-11-02,0.7048371755003923
2015-11-03,0.7046621833537529
2015-11-04,0.6919061749574446
2015-11-05,0.6956403530161721
2015-11-06,0.701728956149511
2015-11-09,0.7023128220332843
2015-11-10,0.6837068000248933
2015-11-11,0.6894139603008362
2015-11-12,0.6914362143195874
2015-11-13,0.6956060433862127
2015-11-16,0.6988245973149553
2015-11-17,0.7015333967308451
2015-11-18,0.703698191133436
2015-11-19,0.7000124011291267
2015-11-20,0.7041716552751226
2015-11-23,0.7061428671840105
2015-11-24,0.6992674899437288
2015-11-25,0.6945419325066109
2015-11-26,0.6957267635458967
2015-11-27,0.6952308878254043
2015-11-30,0.701947619144254
2015-12-01,0.7027680628829658
2015-12-02,0.7034258621052992
2015-12-03,0.7153726600770587
2015-12-04,0.7119529271408324
2015-12-07,0.7077588515396356
2015-12-08,0.7085931259012853
2015-12-09,0.7080443554336326
2015-12-10,0.7092029025381269
2015-12-11,0.7101467731650405
2015-12-14,0.7063047639735276
2015-12-15,0.7168790301199381
2015-12-16,0.7106338240502754
2015-12-17,0.7128732190221614
2015-12-18,0.7151143295024266
2015-12-21,0.7203844958968518
2015-12-22,0.7124870269000344
2015-12-23,0.6753777736573048
2015-12-24,0.6509325521661447
2015-12-25,0.6615136786657217
2015-12-28,0.6712421446657241
2015-12-29,0.6794460850076369
2015-12-30,0.6950157276397223
2015-12-31,0.6999577412760777
2016-01-04,0.7012197727733246
2016-01-05,0.6870253172440652
2016-01-06,0.6916561973712446
2016-01-07,0.6933435947550219
2016-01-08,0.6980688216325763
2016-01-11,0.7121946681672607
2016-01-12,0.7126705640053216
2016-01-13,0.7148685947620649
2016-01-14,0.6993546626780535
2016-01-15,0.69853624603638
2016-01-18,0.7020046951535208
2016-01-19,0.7135208484551145
2016-01-20,0.7140989348640979
2016-01-21,0.7120224287886379
2016-01-22,0.7127312853721055
2016-01-25,0.7123541919100779
2016-01-26,0.7127294106656719
2016-01-27,0.7127907677995753
2016-01-28,0.7132015027537021
2016-01-29,0.6964826501201041
2016-02-01,0.6992619328728572
2016-02-02,0.7008201617442154
2016-02-03,0.7033169088163981
2016-02-04,0.7053932223180894
2016-02-05,0.6950101686698485
2016-02-15,0.6964309549727951
2016-02-16,0.6991049762253762
2016-02-17,0.6924473340577685
2016-02-18,0.6932882092157706
2016-02-19,0.6960239449897963
2016-02-22,0.6975576109355147
2016-02-23,0.7114477348461781
2016-02-24,0.6909932068134328
2016-02-25,0.6938045562199823
2016-02-26,0.6979911592238405
2016-02-29,0.6989851334679882
2016-03-01,0.7029357410166509
2016-03-02,0.7067031472133456
2016-03-03,0.6999211142760543
2016-03-04,0.7010217674297765
2016-03-07,0.7079188514736408
2016-03-08,0.6648342707982979
2016-03-09,0.6372223094935855
2016-03-10,0.646264298577326
2016-03-11,0.6546326379168236
2016-03-14,0.6635910242002343
2016-03-15,0.6713839453110281
2016-03-16,0.678408187818495
2016-03-17,0.6828482245650646
2016-03-18,0.6894062375379532
2016-03-21,0.696794809683307
2016-03-22,0.7012313802741738
2016-03-23,0.7034404696949824
2016-03-24,0.7064988638425687
2016-03-25,0.7066435295118078
2016-03-28,0.7065731005196889
2016-03-29,0.7017368795094187
2016-03-30,0.7033824504438101
2016-03-31,0.7065362736992041
2016-04-01,0.7080940532430882
2016-04-05,0.7131977201165771
2016-04-06,0.712057472856175
2016-04-07,0.7067813179782865
2016-04-08,0.7099121678723219
2016-04-11,0.7110996290462706
2016-04-12,0.7222331155994702
2016-04-13,0.7218340106887091
2016-04-14,0.6697175808867538
2016-04-15,0.6764443696512866
2016-04-18,0.6843295473401835
2016-04-19,0.6983995602335729
2016-04-20,0.7078533350157836
2016-04-21,0.7160936619203824
2016-04-22,0.7207657982610072
2016-04-25,0.7206037952854967
2016-04-26,0.7180531124846934
2016-04-27,0.7218300960708057
2016-04-28,0.714660900394422
2016-04-29,0.7162191657961049
2016-05-03,0.7153838471520817
2016-05-04,0.7152282575018352
2016-05-05,0.7159958009147578
2016-05-06,0.7163360425270157
2016-05-09,0.7073013738945316
2016-05-10,0.7230095373363429
2016-05-11,0.7207478921511073
2016-05-12,0.7166115386400477
2016-05-13,0.7154140756655112
2016-05-16,0.7142515821160674
2016-05-17,0.7159468692235236
2016-05-18,0.7126696751472122
2016-05-19,0.7054000852725435
2016-05-20,0.7071805768796695
2016-05-23,0.7082240864401399
2016-05-24,0.7196867328811343
2016-05-25,0.713369714184172
2016-05-26,0.7118423792290538
2016-05-27,0.7105175349155857
2016-05-30,0.7162250564306893
2016-05-31,0.7164415052535863
2016-06-01,0.7154945392584908
2016-06-02,0.716230218069961
2016-06-03,0.7161270659127582
2016-06-06,0.7153655850047989
2016-06-07,0.7089679893067169
2016-06-08,0.6956388525506353
2016-06-13,0.6990287358860197
2016-06-14,0.7030840928251215
2016-06-15,0.6987946719740211
2016-06-16,0.7007803403043278
2016-06-17,0.7035149826822955
2016-06-20,0.7020120226187102
2016-06-21,0.7050599741216038
2016-06-22,0.7035425435514265
2016-06-23,0.7017799348502115
2016-06-24,0.704284934313755
2016-06-27,0.7062521507634576
2016-06-28,0.7163925098978703
2016-06-29,0.7122829923097191
2016-06-30,0.7116639712818582
2016-07-01,0.71556761528183
2016-07-04,0.7153724869737675
2016-07-05,0.7160443419791737
2016-07-06,0.7164115726857893
2016-07-07,0.7159764233153
2016-07-08,0.7155798323416673
2016-07-11,0.7139895947284361
2016-07-12,0.7141291142589343
2016-07-13,0.7268129268924923
2016-07-14,0.7234358203374958
2016-07-15,0.7217741961381606
2016-07-18,0.7204386887105065
2016-07-19,0.7343029819185163
2016-07-20,0.7263148016051888
2016-07-21,0.7241013979464838
2016-07-22,0.7306271222910642
2016-07-25,0.7233904630839284
2016-07-26,0.71897783916714
2016-07-27,0.7166176364001559
2016-07-28,0.7153535959739888
2016-07-29,0.7160637174596637
2016-08-01,0.7191605038443597
2016-08-02,0.7221098515291855
2016-08-03,0.7206498407214366
2016-08-04,0.7197086963525354
2016-08-05,0.7204680388101511
2016-08-08,0.7203120905438656
2016-08-09,0.7234953914431478
2016-08-10,0.7191997499300994
2016-08-11,0.7183649990187922
2016-08-12,0.7151940926580742
2016-08-15,0.7149751881228389
2016-08-16,0.7147573497588999
2016-08-17,0.7152866945754077
2016-08-18,0.7096424224367638
2016-08-19,0.7093813692688813
2016-08-22,0.7098985222128537
2016-08-23,0.7037871630856343
2016-08-24,0.7097420059448537
2016-08-25,0.7104708965660783
2016-08-26,0.7110685223236758
2016-08-29,0.7135578978063568
2016-08-30,0.7107362780473829
2016-08-31,0.7040720990492099
2016-09-01,0.7090959418082972
2016-09-02,0.6956282286892821
2016-09-05,0.697207339132867
2016-09-06,0.6764443969472073
2016-09-07,0.6841253222251948
2016-09-08,0.6893824493473388
2016-09-09,0.6947338868430081
2016-09-12,0.6973165942945312
2016-09-13,0.7054670912997429
2016-09-14,0.7065604125131951
2016-09-19,0.7075666632794344
2016-09-20,0.7085606351659394
2016-09-21,0.7098769381273886
2016-09-22,0.707452536772625
2016-09-23,0.7056974228356178
2016-09-26,0.7082314002664369
2016-09-27,0.7065916058677372
2016-09-28,0.7073600223850862
2016-09-29,0.7082939958586153
2016-09-30,0.70511662441023
2016-10-10,0.7055101721499834
2016-10-11,0.7053485844077814
2016-10-12,0.7334008444432168
2016-10-13,0.7318584720307582
2016-10-14,0.7283527925589266
2016-10-17,0.7249448613828683
2016-10-18,0.7229154649718114
2016-10-19,0.7212281187731132
2016-10-20,0.7204968554455793
2016-10-21,0.7185771238315276
2016-10-24,0.7182490803810441
2016-10-25,0.7171087010486533
2016-10-26,0.7274493306351625
2016-10-27,0.7234678130143125
2016-10-28,0.7217794578403172
2016-10-31,0.7236870716266076
2016-11-01,0.7267760790647771
2016-11-02,0.7303068088590599
2016-11-03,0.7285595266325917
2016-11-04,0.7214278702788008
2016-11-07,0.7191958548712233
2016-11-08,0.7427610753869296
2016-11-09,0.7344197468842447
2016-11-10,0.7351090218043056
2016-11-11,0.730534923557729
2016-11-14,0.7293003435543082
2016-11-15,0.7253566992679467
2016-11-16,0.7296360295548113
2016-11-17,0.7261843935026993
2016-11-18,0.7240228917926753
2016-11-21,0.720566028176983
2016-11-22,0.7190166714636426
2016-11-23,0.7378543742725981
2016-11-24,0.7348180890715159
2016-11-25,0.7304956345196998
2016-11-28,0.7347092506585288
2016-11-29,0.7322002377719944
2016-11-30,0.7345637326709655
2016-12-01,0.7332903591480563
2016-12-02,0.7447153716876285
2016-12-05,0.7375146601825454
2016-12-06,0.7341394537184535
2016-12-07,0.731206708316453
2016-12-08,0.7304307083008478
2016-12-09,0.7267359894658033
2016-12-12,0.7242478523529545
2016-12-13,0.7090016826386791
2016-12-14,0.7099605271669327
2016-12-15,0.7132361454175579
2016-12-16,0.7122379747840892
2016-12-19,0.7050234630561345
2016-12-20,0.707917837620864
2016-12-21,0.7091503247942001
2016-12-22,0.7101920998525207
2016-12-23,0.6958478759359821
2016-12-26,0.6921822478637981
2016-12-27,0.6980260863957503
2016-12-28,0.7037789882421366
2016-12-29,0.6979767469786992
2016-12-30,0.7018899911968499
2017-01-03,0.705378663192186
2017-01-04,0.7071914158505723
2017-01-05,0.7017608497603294
2017-01-06,0.7029465496018444
2017-01-09,0.7094569886996734
2017-01-10,0.6932621959509122
2017-01-11,0.702463328550895
2017-01-12,0.704801256726032
2017-01-13,0.7065195247142544
2017-01-16,0.7083478717596275
2017-01-17,0.7142449316109628
2017-01-18,0.7165106712615488
2017-01-19,0.7154326049737989
2017-01-20,0.7165074914171916
2017-01-23,0.7114146223953222
2017-01-24,0.7120338121452556
2017-01-25,0.7050570536323261
2017-01-26,0.7068552817974896
2017-02-03,0.7067433447595377
2017-02-06,0.6708053405850379
2017-02-07,0.6726062385042468
2017-02-08,0.6782911594820463
2017-02-09,0.6848578372356607
2017-02-10,0.6909529177353126
2017-02-13,0.6895114933860694
2017-02-14,0.6965395304232516
2017-02-15,0.6975733505898858
2017-02-16,0.7016636017748379
2017-02-17,0.7039786787837515
2017-02-20,0.7087134316340682
2017-02-21,0.7097587565292567
2017-02-22,0.7092787273827131
2017-02-23,0.7114204944099171
2017-02-24,0.7142323908496722
2017-02-27,0.6856476581273213
2017-02-28,0.7009493908263835
2017-03-01,0.7011663818090655
2017-03-02,0.7011592937250515
2017-03-03,0.7037721063662062
2017-03-06,0.7032882774709596
2017-03-07,0.7042794554524683
2017-03-08,0.7050076127080238
2017-03-09,0.7082801471126592
2017-03-10,0.7085081438929274
2017-03-13,0.7103458484838968
2017-03-14,0.702760393681682
2017-03-15,0.7045871456821947
2017-03-16,0.7077528912670462
2017-03-17,0.7069707961630697
2017-03-20,0.7085274847209502
2017-03-21,0.7097593625686653
2017-03-22,0.7149014831275922
2017-03-23,0.7126005558247553
2017-03-24,0.7129192356437986
2017-03-27,0.7116519660674956
2017-03-28,0.7221688553323281
2017-03-29,0.7054941376142371
2017-03-30,0.7029890423432719
2017-03-31,0.7033702320991332
2017-04-05,0.7057783430508543
2017-04-06,0.7071323394135116
2017-04-07,0.7086372359564469
2017-04-10,0.7134837665576931
2017-04-11,0.7137960168750124
2017-04-12,0.7136218624500401
2017-04-13,0.7250348741831202
2017-04-14,0.7216990375945778
2017-04-17,0.7202758677307594
2017-04-18,0.7191237932261175
2017-04-19,0.7256130557409629
2017-04-20,0.7234250033243649
2017-04-21,0.7173861817478108
2017-04-24,0.7173256084015032
2017-04-25,0.7147848706964075
2017-04-26,0.7160130262577886
2017-04-27,0.7154101164531019
2017-04-28,0.7131164007122937
2017-05-02,0.721030840132022
2017-05-03,0.7142522396465004
2017-05-04,0.7151420856126549
2017-05-05,0.7544269217312616
2017-05-08,0.7475533108368884
2017-05-09,0.7424759011156907
2017-05-10,0.7366031040276158
2017-05-11,0.7332214826174188
2017-05-12,0.7294121790834701
2017-05-15,0.722047696888702
2017-05-16,0.7244884223954968
2017-05-17,0.722670887335646
2017-05-18,0.7296883514205397
2017-05-19,0.7268906250370214
2017-05-22,0.7272140794167816
2017-05-23,0.7231210131945772
2017-05-24,0.7213607297952059
2017-05-25,0.7203694346611036
2017-05-26,0.7190931392766408
2017-05-31,0.717700589956028
2017-06-01,0.7139564999751351
2017-06-02,0.7138373736195216
2017-06-05,0.7137556433033827
2017-06-06,0.7180081399652904
2017-06-07,0.7173973125431694
2017-06-08,0.7166675471586699
2017-06-09,0.716579744972365
2017-06-12,0.7260672799581291
2017-06-13,0.7244586514340771
2017-06-14,0.7198582762554433
2017-06-15,0.7193287054941799
2017-06-16,0.7213290066893552
2017-06-19,0.7151007676796802
2017-06-20,0.7189845150426397
2017-06-21,0.7181578299113126
2017-06-22,0.7177348998432718
2017-06-23,0.7147082686359003
2017-06-26,0.7128577167363073
2017-06-27,0.7108250257694091
2017-06-28,0.708440087276963
2017-06-29,0.710992242116462
2017-06-30,0.7115505364585935
2017-07-03,0.7109185743664043
2017-07-04,0.717735229365592
2017-07-05,0.714593240820737
2017-07-06,0.7159390264781165
2017-07-07,0.7155219333876175
2017-07-10,0.7143861240569715
2017-07-11,0.7131787840493624
2017-07-12,0.7266502412145841
2017-07-13,0.7248015692504893
2017-07-14,0.7253416277235739
2017-07-17,0.724458241438342
2017-07-18,0.7293013524613658
2017-07-19,0.7253835090980673
2017-07-20,0.7250334747634698
2017-07-21,0.7307027154175362
2017-07-24,0.7272524487702222
2017-07-25,0.723505852918995
2017-07-26,0.7202093420674015
2017-07-27,0.7166408831043879
2017-07-28,0.7119391939611331
2017-07-31,0.7112705718721223
2017-08-01,0.7195682385658846
2017-08-02,0.7165029022750842
2017-08-03,0.715465786940295
2017-08-04,0.7144068680939589
2017-08-07,0.7196384887964822
2017-08-08,0.7223835832942117
2017-08-09,0.7209582214344313
2017-08-10,0.7117375811138621
2017-08-11,0.7041995571165964
2017-08-14,0.7098478408696415
2017-08-15,0.7127910266543043
2017-08-16,0.7131105843229844
2017-08-17,0.7044775763433261
2017-08-18,0.7074947903807104
2017-08-21,0.7050853901330091
2017-08-22,0.708232646557115
2017-08-23,0.7092436666180434
2017-08-24,0.724867306842657
2017-08-25,0.7244637972315883
2017-08-28,0.7244459048678328
2017-08-29,0.7230187353150456
2017-08-30,0.7215895707185866
2017-08-31,0.7182159006854639
2017-09-01,0.7160053424778484
2017-09-04,0.7269433350100708
2017-09-05,0.7117862254683818
2017-09-06,0.7122212332128658
2017-09-07,0.716265246051484
2017-09-08,0.7158641869323145
2017-09-11,0.7162409010432315
2017-09-12,0.713519533660556
2017-09-13,0.7139258220811899
2017-09-14,0.7144504154786071
2017-09-15,0.7155132291729576
2017-09-18,0.7152761071901201
2017-09-19,0.7153746717211984
2017-09-20,0.711938126917666
2017-09-21,0.702412736586491
2017-09-22,0.7122447905764792
2017-09-25,0.7249851590849228
2017-09-26,0.7208331053189401
2017-09-27,0.719192379638341
2017-09-28,0.7214531817183364
2017-09-29,0.7190676426529738
2017-10-09,0.7108128493411454
2017-10-10,0.6722836442674774
2017-10-11,0.6880609062669588
2017-10-12,0.6933464623122484
2017-10-13,0.7017876158409384
2017-10-16,0.7075119478776615
2017-10-17,0.7092297435754648
2017-10-18,0.7044101066973862
2017-10-19,0.7062678280590283
2017-10-20,0.713256424888876
2017-10-23,0.7232573302133871
2017-10-24,0.7214404888323859
2017-10-25,0.7197015086727565
2017-10-26,0.7189328278123444
2017-10-27,0.7223077304162712
