date,h_theoretical,h_actual,h_ecm_base,rho_t,ect,beta0,beta1,r_squared_coint,sigma_ecm,sigma_f
2021-01-05,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-06,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-07,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-08,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-11,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-12,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-13,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-14,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-15,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-18,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-19,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-20,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-21,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-22,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-25,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-26,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-27,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-28,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-01-29,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-01,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-02,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-03,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-04,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-05,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-08,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-09,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-10,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-18,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-19,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-22,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-23,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-24,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-25,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-02-26,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-01,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-02,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-03,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-04,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-05,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-08,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-09,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-10,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-11,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-12,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-15,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-16,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-17,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-18,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-19,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-22,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-23,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-24,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-25,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-26,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-29,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-30,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-03-31,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-01,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-02,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-06,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-07,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-08,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-09,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-12,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-13,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-14,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-15,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-16,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-19,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-20,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-21,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-22,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-23,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-26,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-27,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-28,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-29,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-04-30,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-06,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-07,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-10,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-11,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-12,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-13,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-14,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-17,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-18,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-19,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-20,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-21,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-24,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-25,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-26,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-27,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-28,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-05-31,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-01,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-02,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-03,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-04,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-07,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-08,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-09,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-10,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-11,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-15,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-16,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-17,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-18,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-21,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-22,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-23,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-24,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-25,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-28,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-29,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-06-30,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-07-01,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-07-02,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-07-05,,0.6423729297427594,0.6423729297427594,,,,,,,
2021-07-06,,0.019638351625008578,0.6423729297427594,,,,,,,
2021-07-07,,0.01965093057677438,0.6423729297427594,,-146.30590251029935,-20.795799423769722,1.01718129367789,0.9794904155819956,,
2021-07-08,0.022191337336259692,0.018498180929485377,0.6423729297427594,0.012316813129957447,-106.89092768737555,-21.605332617451836,1.0171297844008396,0.979214878804478,28.334832989964852,15.726625111308994
2021-07-09,0.0222197657672504,0.01773632358970382,0.6423729297427594,0.012316812191805384,-129.84851552057444,-11.460206715927768,1.014893653535203,0.9784745423840407,27.857527413024776,15.441923954932642
2021-07-12,0.018297730247445333,0.01699028460252248,0.6423729297427594,0.01231681408354779,-100.98714072192888,6.806026792676221,1.011355716185527,0.9783175314320581,26.868766147029984,18.08626495264326
2021-07-13,0.01745934927450583,0.014605759703203445,0.6423729297427594,0.01231681299291967,-127.67655559868217,19.198711835024767,1.0087741339293774,0.9777730149116562,26.88428961294049,18.96569925968521
2021-07-14,0.01582692537879076,0.012193408798163006,0.6423729297427594,0.012316813053868851,-169.35401648688548,17.444858458871067,1.0088196629484938,0.9775912175796853,26.074533898602045,20.2916960691695
