date,h_theoretical,h_actual,h_ecm_base,rho_t,ect,beta0,beta1,r_squared_coint,sigma_ecm,sigma_f
2021-01-06,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-07,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-08,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-11,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-12,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-13,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-14,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-15,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-18,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-19,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-20,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-21,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-22,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-25,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-26,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-27,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-28,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-01-29,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-01,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-02,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-03,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-04,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-05,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-08,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-09,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-10,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-18,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-19,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-22,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-23,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-24,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-25,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-02-26,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-01,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-02,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-03,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-04,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-05,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-08,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-09,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-10,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-11,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-12,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-15,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-16,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-17,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-18,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-19,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-22,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-23,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-24,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-25,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-26,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-29,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-30,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-03-31,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-04-01,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-04-02,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-04-06,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-04-07,,0.6889118366699207,0.6889118366699207,,,,,,,
2021-04-08,,0.0,0.6889118366699207,,,,,,,
2021-04-09,,0.0,0.6889118366699207,,88.37681458690713,679.2073429168818,0.8630798246330056,0.9894438664991814,,
2021-04-12,-0.007961937240271414,0.0,0.6889118366699207,-0.03911161276163628,152.00836526025887,641.5013009673335,0.8711282685227744,0.9891887742479046,39.30943679710587,193.10067681895094
2021-04-13,-0.00796605544566906,0.0,0.6889118366699207,-0.038972693817271885,146.33865186009916,620.9857892538414,0.875934769366289,0.9898104104629439,38.85208412471926,190.07781066585338
2021-04-14,-0.008034900017876398,0.0,0.6889118366699207,-0.03899448450213769,126.31986726815649,585.2667646556154,0.8837972255585507,0.987037332469985,38.278507789021674,185.7709088380749
2021-04-15,-0.008113050600691176,0.0,0.6889118366699207,-0.03904213925813736,140.4986321505512,525.1846568526657,0.8964058429439614,0.9858475593044502,37.411753690669684,180.03522588135027
2021-04-16,-0.008223548005228468,0.0,0.6889118366699207,-0.03906539060811362,116.23972935012262,484.1453105696828,0.9051570219989276,0.9846378553004063,36.73343343434777,174.49961070058455
2021-04-19,-0.008320026904346516,0.0,0.6889118366699207,-0.039183754975345486,148.74892853436722,437.44775308180283,0.9150471728833948,0.9830238300165387,35.912498837247476,169.13245247511736
2021-04-20,-0.008488226178425718,0.0,0.6889118366699207,-0.03922880817671898,109.05475731134175,396.57526774282144,0.9236268143204709,0.982191406727491,35.49536618333626,164.0438039584316
