date,spot,futures,spread,r_s,r_f,h_theoretical,h_actual,h_final,sigma_s,sigma_f,cov_sf,rolling_corr
2025-02-13,3480,3387,93,0.0,-0.008232919187118708,0.31152275137364616,0.27568385077313823,0.27568385077313823,0.004478539317726938,0.009484405687128326,2.8022702386602575e-05,0.6597258492524904
2025-02-14,3480,3377,103,0.0,-0.0029568324322040455,0.2915869119405887,0.25804151499167144,0.25804151499167144,0.004196503542008608,0.009422128133472733,2.5886065069051925e-05,0.6546805498543344
2025-02-17,3480,3406,74,0.0,0.008550840837065856,0.28497524525855383,0.25219048252969367,0.25219048252969367,0.004005997145186004,0.009147067269580852,2.3843548095265387e-05,0.6506963545088252
2025-02-18,3480,3430,50,0.0,0.007021678937352089,0.26942274766557894,0.2384272103235212,0.2384272103235212,0.0038794330688851565,0.009164939909826782,2.263046640029667e-05,0.6364959128950891
2025-02-19,3490,3430,60,0.002869442427952739,0.0,0.2658516802933228,0.23526697371090516,0.23526697371090516,0.003796392414595492,0.009085033645839825,2.194282248037047e-05,0.6362017400999467
2025-02-20,3490,3468,22,0.0,0.011017797740446846,0.30142001179216016,0.2667433732673984,0.2667433732673984,0.00419338079326288,0.008798004986994743,2.333138338441287e-05,0.6324001796326236
2025-02-21,3500,3470,30,0.002861232281032195,0.0005765350404723775,0.2807006415092099,0.24840764735328313,0.24840764735328313,0.004003908110528316,0.009042500043772944,2.295199519074636e-05,0.6339395143609337
2025-02-24,3490,3431,59,-0.002861232281032235,-0.011302830082455135,0.3151459542291549,0.2788902249815531,0.2788902249815531,0.004312808982779525,0.008760119129875522,2.418420194031392e-05,0.6401201892708138
2025-02-25,3480,3376,104,-0.00286944242795282,-0.01616018714260196,0.30518339729863764,0.2700738029191484,0.2700738029191484,0.004299102377798756,0.008987176769094222,2.464946349499908e-05,0.6379790238724011
2025-02-26,3480,3432,48,0.0,0.01645160489200506,0.28491327960195095,0.25213564566544333,0.25213564566544333,0.004291827121081465,0.009686988095566014,2.673561778761382e-05,0.6430714634836715
