date,h_theoretical,h_actual,h_ecm_base,ect,beta0,beta1,r_squared_coint
2021-01-05,,0.56847161924138,0.6423729297427594,,,,
2021-01-06,,0.56847161924138,0.6423729297427594,,,,
2021-01-07,,0.56847161924138,0.6423729297427594,,,,
2021-01-08,,0.56847161924138,0.6423729297427594,,,,
2021-01-11,,0.56847161924138,0.6423729297427594,,,,
2021-01-12,,0.56847161924138,0.6423729297427594,,,,
2021-01-13,,0.56847161924138,0.6423729297427594,,,,
2021-01-14,,0.56847161924138,0.6423729297427594,,,,
2021-01-15,,0.56847161924138,0.6423729297427594,,,,
2021-01-18,,0.56847161924138,0.6423729297427594,,,,
2021-01-19,,0.56847161924138,0.6423729297427594,,,,
2021-01-20,,0.56847161924138,0.6423729297427594,,,,
2021-01-21,,0.56847161924138,0.6423729297427594,,,,
2021-01-22,,0.56847161924138,0.6423729297427594,,,,
2021-01-25,,0.56847161924138,0.6423729297427594,,,,
2021-01-26,,0.56847161924138,0.6423729297427594,,,,
2021-01-27,,0.56847161924138,0.6423729297427594,,,,
2021-01-28,,0.56847161924138,0.6423729297427594,,,,
2021-01-29,,0.56847161924138,0.6423729297427594,,,,
2021-02-01,,0.56847161924138,0.6423729297427594,,,,
2021-02-02,,0.56847161924138,0.6423729297427594,,,,
2021-02-03,,0.56847161924138,0.6423729297427594,,,,
2021-02-04,,0.56847161924138,0.6423729297427594,,,,
2021-02-05,,0.56847161924138,0.6423729297427594,,,,
2021-02-08,,0.56847161924138,0.6423729297427594,,,,
2021-02-09,,0.56847161924138,0.6423729297427594,,,,
2021-02-10,,0.56847161924138,0.6423729297427594,,,,
2021-02-18,,0.56847161924138,0.6423729297427594,,,,
2021-02-19,,0.56847161924138,0.6423729297427594,,,,
2021-02-22,,0.56847161924138,0.6423729297427594,,,,
2021-02-23,,0.56847161924138,0.6423729297427594,,,,
2021-02-24,,0.56847161924138,0.6423729297427594,,,,
2021-02-25,,0.56847161924138,0.6423729297427594,,,,
2021-02-26,,0.56847161924138,0.6423729297427594,,,,
2021-03-01,,0.56847161924138,0.6423729297427594,,,,
2021-03-02,,0.56847161924138,0.6423729297427594,,,,
2021-03-03,,0.56847161924138,0.6423729297427594,,,,
2021-03-04,,0.56847161924138,0.6423729297427594,,,,
2021-03-05,,0.56847161924138,0.6423729297427594,,,,
2021-03-08,,0.56847161924138,0.6423729297427594,,,,
2021-03-09,,0.56847161924138,0.6423729297427594,,,,
2021-03-10,,0.56847161924138,0.6423729297427594,,,,
2021-03-11,,0.56847161924138,0.6423729297427594,,,,
2021-03-12,,0.56847161924138,0.6423729297427594,,,,
2021-03-15,,0.56847161924138,0.6423729297427594,,,,
2021-03-16,,0.56847161924138,0.6423729297427594,,,,
2021-03-17,,0.56847161924138,0.6423729297427594,,,,
2021-03-18,,0.56847161924138,0.6423729297427594,,,,
2021-03-19,,0.56847161924138,0.6423729297427594,,,,
2021-03-22,,0.56847161924138,0.6423729297427594,,,,
2021-03-23,,0.56847161924138,0.6423729297427594,,,,
2021-03-24,,0.56847161924138,0.6423729297427594,,,,
2021-03-25,,0.56847161924138,0.6423729297427594,,,,
2021-03-26,,0.56847161924138,0.6423729297427594,,,,
2021-03-29,,0.56847161924138,0.6423729297427594,,,,
2021-03-30,,0.56847161924138,0.6423729297427594,,,,
2021-03-31,,0.56847161924138,0.6423729297427594,,,,
2021-04-01,,0.56847161924138,0.6423729297427594,,,,
2021-04-02,,0.56847161924138,0.6423729297427594,,,,
2021-04-06,,0.56847161924138,0.6423729297427594,,,,
2021-04-07,,0.56847161924138,0.6423729297427594,,,,
2021-04-08,,0.56847161924138,0.6423729297427594,,,,
2021-04-09,,0.56847161924138,0.6423729297427594,,,,
2021-04-12,,0.56847161924138,0.6423729297427594,,,,
2021-04-13,,0.56847161924138,0.6423729297427594,,,,
2021-04-14,,0.56847161924138,0.6423729297427594,,,,
2021-04-15,,0.56847161924138,0.6423729297427594,,,,
2021-04-16,,0.56847161924138,0.6423729297427594,,,,
2021-04-19,,0.56847161924138,0.6423729297427594,,,,
2021-04-20,,0.56847161924138,0.6423729297427594,,,,
2021-04-21,,0.56847161924138,0.6423729297427594,,,,
2021-04-22,,0.56847161924138,0.6423729297427594,,,,
2021-04-23,,0.56847161924138,0.6423729297427594,,,,
2021-04-26,,0.56847161924138,0.6423729297427594,,,,
2021-04-27,,0.56847161924138,0.6423729297427594,,,,
2021-04-28,,0.56847161924138,0.6423729297427594,,,,
2021-04-29,,0.56847161924138,0.6423729297427594,,,,
2021-04-30,,0.56847161924138,0.6423729297427594,,,,
2021-05-06,,0.56847161924138,0.6423729297427594,,,,
2021-05-07,,0.56847161924138,0.6423729297427594,,,,
2021-05-10,,0.56847161924138,0.6423729297427594,,,,
2021-05-11,,0.56847161924138,0.6423729297427594,,,,
2021-05-12,,0.56847161924138,0.6423729297427594,,,,
2021-05-13,,0.56847161924138,0.6423729297427594,,,,
2021-05-14,,0.56847161924138,0.6423729297427594,,,,
2021-05-17,,0.56847161924138,0.6423729297427594,,,,
2021-05-18,,0.56847161924138,0.6423729297427594,,,,
2021-05-19,,0.56847161924138,0.6423729297427594,,,,
2021-05-20,,0.56847161924138,0.6423729297427594,,,,
2021-05-21,,0.56847161924138,0.6423729297427594,,,,
2021-05-24,,0.56847161924138,0.6423729297427594,,,,
2021-05-25,,0.56847161924138,0.6423729297427594,,,,
2021-05-26,,0.56847161924138,0.6423729297427594,,,,
2021-05-27,,0.56847161924138,0.6423729297427594,,,,
2021-05-28,,0.56847161924138,0.6423729297427594,,,,
2021-05-31,,0.56847161924138,0.6423729297427594,,,,
2021-06-01,,0.56847161924138,0.6423729297427594,,,,
2021-06-02,,0.56847161924138,0.6423729297427594,,,,
2021-06-03,,0.56847161924138,0.6423729297427594,,,,
2021-06-04,,0.56847161924138,0.6423729297427594,,,,
2021-06-07,,0.56847161924138,0.6423729297427594,,,,
2021-06-08,,0.56847161924138,0.6423729297427594,,,,
2021-06-09,,0.56847161924138,0.6423729297427594,,,,
2021-06-10,,0.56847161924138,0.6423729297427594,,,,
2021-06-11,,0.56847161924138,0.6423729297427594,,,,
2021-06-15,,0.56847161924138,0.6423729297427594,,,,
2021-06-16,,0.56847161924138,0.6423729297427594,,,,
2021-06-17,,0.56847161924138,0.6423729297427594,,,,
2021-06-18,,0.56847161924138,0.6423729297427594,,,,
2021-06-21,,0.56847161924138,0.6423729297427594,,,,
2021-06-22,,0.56847161924138,0.6423729297427594,,,,
2021-06-23,,0.56847161924138,0.6423729297427594,,,,
2021-06-24,,0.56847161924138,0.6423729297427594,,,,
2021-06-25,,0.56847161924138,0.6423729297427594,,,,
2021-06-28,,0.56847161924138,0.6423729297427594,,,,
2021-06-29,,0.56847161924138,0.6423729297427594,,,,
2021-06-30,,0.56847161924138,0.6423729297427594,,,,
2021-07-01,,0.56847161924138,0.6423729297427594,,,,
2021-07-02,,0.56847161924138,0.6423729297427594,,,,
2021-07-05,,0.56847161924138,0.6423729297427594,,,,
2021-07-06,,0.6268157396156046,0.6423729297427594,,,,
2021-07-07,,0.6396557968685397,0.6423729297427594,-146.30590251029935,-20.795799423769722,1.01718129367789,0.9794904155819956
2021-07-08,0.7083017857656331,0.6314584194902246,0.6423729297427594,-106.89092768737555,-21.605332617451836,1.0171297844008396,0.979214878804478
2021-07-09,0.7373203151572665,0.637343643287978,0.6423729297427594,-129.84851552057444,-11.460206715927768,1.014893653535203,0.9784745423840407
